pfloor,pid,pname,pperiod,prate
"1,000,000.00",FSAB13009D  ,非凡资产管理翠竹5W理财产品周一尊享05款,35天,0.00%
"1,000,000.00",FSAB130224  ,非凡资产管理翠竹周期开放13W周二尊享08款,91天,0.00%
"1,000,000.00",FSAB13917C  ,非凡资产管理翠竹13W理财产品周一尊享09款,91天,0.00%
"200,000.00",FSAB09003B  ,非凡资产管理翠竹9W理财产品周一高端02款,63天,0.00%
"200,000.00",FSAB090208  ,非凡资产管理翠竹周期开放9W周二高端03款,63天,0.00%
"200,000.00",FSAB13009B  ,非凡资产管理翠竹5W理财产品周一高端05款,35天,0.00%
"200,000.00",FSAB130223  ,非凡资产管理翠竹周期开放13W周二高端08款,91天,0.00%
"200,000.00",FSAB13917B  ,非凡资产管理翠竹13W理财产品周一高端09款,91天,0.00%
"50,000.00",FSAB09003A  ,非凡资产管理翠竹9W理财产品周一普通02款,63天,0.00%
"50,000.00",FSAB090207  ,非凡资产管理翠竹周期开放9W周二普通03款,63天,0.00%
"50,000.00",FSAB13009A  ,非凡资产管理翠竹5W理财产品周一普通05款,35天,0.00%
"50,000.00",FSAB130222  ,非凡资产管理翠竹周期开放13W周二普通08款,91天,0.00%
"50,000.00",FSAB13917A  ,非凡资产管理翠竹13W理财产品周一普通09款,91天,0.00%
"50,000.00",FSAE03001A  ,非凡资产管理慧赢添利固收类12W01款,84天,0.00%
"1,000,000.00",FSAB09004C  ,非凡资产管理翠竹9W理财产品周四尊享02款,63天,0.00%
"1,000,000.00",FSAB13918C  ,非凡资产管理翠竹13W理财产品周四尊享09款,91天,0.00%
"100,000.00",FSCB18004A  ,聚赢系列挂钩沪深300指数（看涨）91天定期开放型结构性存款产品03款,91天,0.00%
"100,000.00",FSCB18005A  ,聚赢系列挂钩沪深300指数（看跌）91天定期开放型结构性存款产品04款,91天,0.00%
"200,000.00",FSAB09004B  ,非凡资产管理翠竹9W理财产品周四高端02款,63天,0.00%
"200,000.00",FSAB13918B  ,非凡资产管理翠竹13W理财产品周四高端09款,91天,0.00%
"200,000.00",FSAE17622B  ,非凡资产管理瑞赢3M周四11高端款,91天,0.00%
"50,000.00",FSAB09004A  ,非凡资产管理翠竹9W理财产品周四普通02款,63天,0.00%
"50,000.00",FSAB13918A  ,非凡资产管理翠竹13W理财产品周四普通09款,91天,0.00%
"50,000.00",FSAE17622A  ,非凡资产管理瑞赢3M周四11普通款,91天,0.00%
"1,000,000.00",FSAB090509  ,非凡资产管理翠竹周期开放9W周五尊享03款,63天,0.00%
"1,000,000.00",FSAB130524  ,非凡资产管理翠竹周期开放13W周五尊享08款,91天,0.00%
"200,000.00",FSAB090508  ,非凡资产管理翠竹周期开放9W周五高端03款,63天,0.00%
"200,000.00",FSAB130523  ,非凡资产管理翠竹周期开放13W周五高端08款,91天,0.00%
"50,000.00",FSAB090507  ,非凡资产管理翠竹周期开放9W周五普通03款,63天,0.00%
"50,000.00",FSAB130522  ,非凡资产管理翠竹周期开放13W周五普通08款,91天,0.00%
"1,000,000.00",FSAB09005C  ,非凡资产管理翠竹9W理财产品周一尊享03款,63天,0.00%
"1,000,000.00",FSAB09006C  ,非凡资产管理翠竹9W理财产品周四尊享03款,63天,0.00%
"1,000,000.00",FSAB09007C  ,非凡资产管理翠竹9W理财产品周一尊享04款,63天,0.00%
"1,000,000.00",FSAB090212  ,非凡资产管理翠竹周期开放9W周二尊享04款,63天,0.00%
"1,000,000.00",FSAB090512  ,非凡资产管理翠竹周期开放9W周五尊享04款,63天,0.00%
"1,000,000.00",FSAB130227  ,非凡资产管理翠竹周期开放13W周二尊享09款,91天,0.00%
"1,000,000.00",FSAB130527  ,非凡资产管理翠竹周期开放13W周五尊享09款,91天,0.00%
"1,000,000.00",FSAB13920C  ,非凡资产管理翠竹13W理财产品周四尊享10款,91天,0.00%
"1,000,000.00",FSAB13921C  ,非凡资产管理翠竹13W理财产品周一尊享11款,91天,0.00%
"100,000.00",FSCB18006A  ,聚赢系列挂钩沪深300指数（看涨）91天定期开放型结构性存款产品05款,91天,0.00%
"100,000.00",FSCB18007A  ,聚赢系列挂钩沪深300指数（看跌）91天定期开放型结构性存款产品06款,91天,0.00%
"200,000.00",FSAB09005B  ,非凡资产管理翠竹9W理财产品周一高端03款,63天,0.00%
"200,000.00",FSAB09006B  ,非凡资产管理翠竹9W理财产品周四高端03款,63天,0.00%
"200,000.00",FSAB09007B  ,非凡资产管理翠竹9W理财产品周一高端04款,63天,0.00%
"200,000.00",FSAB090211  ,非凡资产管理翠竹周期开放9W周二高端04款,63天,0.00%
"200,000.00",FSAB090511  ,非凡资产管理翠竹周期开放9W周五高端04款,63天,0.00%
"200,000.00",FSAB130226  ,非凡资产管理翠竹周期开放13W周二高端09款,91天,0.00%
"200,000.00",FSAB130526  ,非凡资产管理翠竹周期开放13W周五高端09款,91天,0.00%
"200,000.00",FSAB13920B  ,非凡资产管理翠竹13W理财产品周四高端10款,91天,0.00%
"200,000.00",FSAB13921B  ,非凡资产管理翠竹13W理财产品周一高端11款,91天,0.00%
"200,000.00",FSAE17623B  ,非凡资产管理瑞赢3M周四12高端款,91天,0.00%
"50,000.00",FSAB09005A  ,非凡资产管理翠竹9W理财产品周一普通03款,63天,0.00%
"50,000.00",FSAB09006A  ,非凡资产管理翠竹9W理财产品周四普通03款,63天,0.00%
"50,000.00",FSAB09007A  ,非凡资产管理翠竹9W理财产品周一普通04款,63天,0.00%
"50,000.00",FSAB090210  ,非凡资产管理翠竹周期开放9W周二普通04款,63天,0.00%
"50,000.00",FSAB090510  ,非凡资产管理翠竹周期开放9W周五普通04款,63天,0.00%
"50,000.00",FSAB130225  ,非凡资产管理翠竹周期开放13W周二普通09款,91天,0.00%
"50,000.00",FSAB130525  ,非凡资产管理翠竹周期开放13W周五普通09款,91天,0.00%
"50,000.00",FSAB13920A  ,非凡资产管理翠竹13W理财产品周四普通10款,91天,0.00%
"50,000.00",FSAB13921A  ,非凡资产管理翠竹13W理财产品周一普通11款,91天,0.00%
"50,000.00",FSAE03002A  ,非凡资产管理慧赢添利固收类12W02款,84天,0.00%
"50,000.00",FSAE17623A  ,非凡资产管理瑞赢3M周四12普通款,91天,0.00%
"1,000,000.00",FSAB090215  ,非凡资产管理翠竹周期开放9W周二尊享05款,63天,0.00%
"1,000,000.00",FSAB130230  ,非凡资产管理翠竹周期开放13W周二尊享10款,91天,0.00%
"1,000,000.00",FSAB26031C  ,非凡资产管理翠竹26W理财产品周二尊享16款,182天,0.00%
"200,000.00",FSAB090214  ,非凡资产管理翠竹周期开放9W周二高端05款,63天,0.00%
"200,000.00",FSAB130229  ,非凡资产管理翠竹周期开放13W周二高端10款,91天,0.00%
"200,000.00",FSAB26031B  ,非凡资产管理翠竹26W理财产品周二高端16款,182天,0.00%
"50,000.00",FSAB090213  ,非凡资产管理翠竹周期开放9W周二普通05款,63天,0.00%
"50,000.00",FSAB130228  ,非凡资产管理翠竹周期开放13W周二普通10款,91天,0.00%
"50,000.00",FSAB26031A  ,非凡资产管理翠竹26W理财产品周二普通16款,182天,0.00%
"50,000.00",FSAE03003A  ,非凡资产管理慧赢添利固收类12W03款,84天,0.00%
"50,000.00",FSAE15602A  ,非凡资产管理智赢A2号,60天,0.00%
"1,000,000.00",FSAB09008C  ,非凡资产管理翠竹9W理财产品周四尊享04款,63天,0.00%
"1,000,000.00",FSAB13922C  ,非凡资产管理翠竹13W理财产品周四尊享11款,91天,0.00%
"100,000.00",FSCB18008A  ,聚赢股票-挂钩沪深300指数（看涨）91天定期开放型结构性存款产品07款,91天,0.00%
"100,000.00",FSCB18009A  ,聚赢股票-挂钩沪深300指数（看跌）91天定期开放型结构性存款产品08款,91天,0.00%
"200,000.00",FSAB09008B  ,非凡资产管理翠竹9W理财产品周四高端04款,63天,0.00%
"200,000.00",FSAB13922B  ,非凡资产管理翠竹13W理财产品周四高端11款,91天,0.00%
"200,000.00",FSAE17624B  ,非凡资产管理瑞赢3M周四13高端款,91天,0.00%
"50,000.00",FSAB09008A  ,非凡资产管理翠竹9W理财产品周四普通04款,63天,0.00%
"50,000.00",FSAB13922A  ,非凡资产管理翠竹13W理财产品周四普通11款,91天,0.00%
"50,000.00",FSAE17624A  ,非凡资产管理瑞赢3M周四13普通款,91天,0.00%
"1,000,000.00",FSAB090515  ,非凡资产管理翠竹周期开放9W周五尊享05款,63天,0.00%
"1,000,000.00",FSAB130530  ,非凡资产管理翠竹周期开放13W周五尊享10款,91天,0.00%
"1,000,000.00",FSAB26032C  ,非凡资产管理翠竹26W理财产品周五尊享16款,182天,0.00%
"200,000.00",FSAB090514  ,非凡资产管理翠竹周期开放9W周五高端05款,63天,0.00%
"200,000.00",FSAB130529  ,非凡资产管理翠竹周期开放13W周五高端10款,91天,0.00%
"200,000.00",FSAB26032B  ,非凡资产管理翠竹26W理财产品周五高端16款,182天,0.00%
"50,000.00",FSAB090513  ,非凡资产管理翠竹周期开放9W周五普通05款,63天,0.00%
"50,000.00",FSAB130528  ,非凡资产管理翠竹周期开放13W周五普通10款,91天,0.00%
"50,000.00",FSAB26032A  ,非凡资产管理翠竹26W理财产品周五普通16款,182天,0.00%
"1,000,000.00",FSAB09009C  ,非凡资产管理翠竹9W理财产品周一尊享05款,63天,0.00%
"1,000,000.00",FSAB13923C  ,非凡资产管理翠竹13W理财产品周一尊享12款,91天,0.00%
"200,000.00",FSAB09009B  ,非凡资产管理翠竹9W理财产品周一高端05款,63天,0.00%
"200,000.00",FSAB13923B  ,非凡资产管理翠竹13W理财产品周一高端12款,91天,0.00%
"50,000.00",FSAB09009A  ,非凡资产管理翠竹9W理财产品周一普通05款,63天,0.00%
"50,000.00",FSAB13923A  ,非凡资产管理翠竹13W理财产品周一普通12款,91天,0.00%
"1,000,000.00",FSAB090218  ,非凡资产管理翠竹周期开放9W周二尊享06款,63天,0.00%
"1,000,000.00",FSAB130233  ,非凡资产管理翠竹周期开放13W周二尊享11款,91天,0.00%
"1,000,000.00",FSAB26033C  ,非凡资产管理翠竹26W理财产品周二尊享17款,182天,0.00%
"200,000.00",FSAB090217  ,非凡资产管理翠竹周期开放9W周二高端06款,63天,0.00%
"200,000.00",FSAB130232  ,非凡资产管理翠竹周期开放13W周二高端11款,91天,0.00%
"200,000.00",FSAB26033B  ,非凡资产管理翠竹26W理财产品周二高端17款,182天,0.00%
"50,000.00",FSAB090216  ,非凡资产管理翠竹周期开放9W周二普通06款,63天,0.00%
"50,000.00",FSAB130231  ,非凡资产管理翠竹周期开放13W周二普通11款,91天,0.00%
"50,000.00",FSAB26033A  ,非凡资产管理翠竹26W理财产品周二普通17款,182天,0.00%
"50,000.00",FSAE136005  ,非凡资产管理智赢5号,60天,0.00%
"50,000.00",FSAE03004A  ,非凡资产管理慧赢添利固收类12W04款,84天,0.00%
"1,000,000.00",FSAB09010C  ,非凡资产管理翠竹9W理财产品周四尊享05款,63天,0.00%
"1,000,000.00",FSAB13924C  ,非凡资产管理翠竹13W理财产品周四尊享12款,91天,0.00%
"100,000.00",FSCB18010A  ,聚赢股票-挂钩沪深300指数（看涨）91天定期开放型结构性存款产品09款,91天,0.00%
"100,000.00",FSCB18011A  ,聚赢股票-挂钩沪深300指数（看跌）91天定期开放型结构性存款产品10款,91天,0.00%
"200,000.00",FSAB09010B  ,非凡资产管理翠竹9W理财产品周四高端05款,63天,0.00%
"200,000.00",FSAB13924B  ,非凡资产管理翠竹13W理财产品周四高端12款,91天,0.00%
"200,000.00",FSAE17625B  ,非凡资产管理瑞赢3M周四01高端款,91天,0.00%
"50,000.00",FSAB09010A  ,非凡资产管理翠竹9W理财产品周四普通05款,63天,0.00%
"50,000.00",FSAB13924A  ,非凡资产管理翠竹13W理财产品周四普通12款,91天,0.00%
"50,000.00",FSAE17625A  ,非凡资产管理瑞赢3M周四01普通款,91天,0.00%
"1,000,000.00",FSAB090518  ,非凡资产管理翠竹周期开放9W周五尊享06款,63天,0.00%
"1,000,000.00",FSAB130533  ,非凡资产管理翠竹周期开放13W周五尊享11款,91天,0.00%
"1,000,000.00",FSAB26034C  ,非凡资产管理翠竹26W理财产品周五尊享17款,182天,0.00%
"200,000.00",FSAB090517  ,非凡资产管理翠竹周期开放9W周五高端06款,63天,0.00%
"200,000.00",FSAB130532  ,非凡资产管理翠竹周期开放13W周五高端11款,91天,0.00%
"200,000.00",FSAB26034B  ,非凡资产管理翠竹26W理财产品周五高端17款,182天,0.00%
"50,000.00",FSAB090516  ,非凡资产管理翠竹周期开放9W周五普通06款,63天,0.00%
"50,000.00",FSAB130531  ,非凡资产管理翠竹周期开放13W周五普通11款,91天,0.00%
"50,000.00",FSAB26034A  ,非凡资产管理翠竹26W理财产品周五普通17款,182天,0.00%
"1,000,000.00",FSAB09011C  ,非凡资产管理翠竹9W理财产品周一尊享06款,63天,0.00%
"1,000,000.00",FSAB13925C  ,非凡资产管理翠竹13W理财产品周一尊享13款,91天,0.00%
"200,000.00",FSAB09011B  ,非凡资产管理翠竹9W理财产品周一高端06款,63天,0.00%
"200,000.00",FSAB13925B  ,非凡资产管理翠竹13W理财产品周一高端13款,91天,0.00%
"50,000.00",FSAB09011A  ,非凡资产管理翠竹9W理财产品周一普通06款,63天,0.00%
"50,000.00",FSAB13925A  ,非凡资产管理翠竹13W理财产品周一普通13款,91天,0.00%
"1,000,000.00",FSAB130236  ,非凡资产管理翠竹周期开放13W周二尊享12款,91天,0.00%
"1,000,000.00",FSAB26035C  ,非凡资产管理翠竹26W理财产品周二尊享18款,182天,0.00%
"200,000.00",FSAB130235  ,非凡资产管理翠竹周期开放13W周二高端12款,91天,0.00%
"200,000.00",FSAB26035B  ,非凡资产管理翠竹26W理财产品周二高端18款,182天,0.00%
"50,000.00",FSAB130234  ,非凡资产管理翠竹周期开放13W周二普通12款,91天,0.00%
"50,000.00",FSAB26035A  ,非凡资产管理翠竹26W理财产品周二普通18款,182天,0.00%
"50,000.00",FSAE03005A  ,非凡资产管理慧赢添利固收类12W05款,84天,0.00%
"1,000,000.00",FSAB13926C  ,非凡资产管理翠竹13W理财产品周四尊享13款,91天,0.00%
"100,000.00",FSCB18012A  ,聚赢股票-挂钩沪深300指数（看涨）91天定期开放型结构性存款产品11款,91天,0.00%
"100,000.00",FSCB18013A  ,聚赢股票-挂钩沪深300指数（看跌）91天定期开放型结构性存款产品12款,91天,0.00%
"200,000.00",FSAB13926B  ,非凡资产管理翠竹13W理财产品周四高端13款,91天,0.00%
"200,000.00",FSAE17626B  ,非凡资产管理瑞赢3M周四02高端款,91天,0.00%
"50,000.00",FSAB13926A  ,非凡资产管理翠竹13W理财产品周四普通13款,91天,0.00%
"50,000.00",FSAE17626A  ,非凡资产管理瑞赢3M周四02普通款,91天,0.00%
"1,000,000.00",FSAB130536  ,非凡资产管理翠竹周期开放13W周五尊享12款,91天,0.00%
"1,000,000.00",FSAB26036C  ,非凡资产管理翠竹26W理财产品周五尊享18款,182天,0.00%
"200,000.00",FSAB130535  ,非凡资产管理翠竹周期开放13W周五高端12款,91天,0.00%
"200,000.00",FSAB26036B  ,非凡资产管理翠竹26W理财产品周五高端18款,182天,0.00%
"50,000.00",FSAB130534  ,非凡资产管理翠竹周期开放13W周五普通12款,91天,0.00%
"50,000.00",FSAB26036A  ,非凡资产管理翠竹26W理财产品周五普通18款,182天,0.00%
"1,000,000.00",FSAB13901C  ,非凡资产管理翠竹13W理财产品周一尊享01款,91天,0.00%
"200,000.00",FSAB13901B  ,非凡资产管理翠竹13W理财产品周一高端01款,91天,0.00%
"50,000.00",FSAB13901A  ,非凡资产管理翠竹13W理财产品周一普通01款,91天,0.00%
"1,000,000.00",FSAB130239  ,非凡资产管理翠竹周期开放13W周二尊享13款,91天,0.00%
"200,000.00",FSAB130238  ,非凡资产管理翠竹周期开放13W周二高端13款,91天,0.00%
"50,000.00",FSAB130237  ,非凡资产管理翠竹周期开放13W周二普通13款,91天,0.00%
"50,000.00",FSAE03006A  ,非凡资产管理慧赢添利固收类12W06款,84天,0.00%
"1,000,000.00",FSAB13902C  ,非凡资产管理翠竹13W理财产品周四尊享01款,91天,0.00%
"100,000.00",FSCB18014A  ,聚赢股票-挂钩沪深300指数（看涨）91天定期开放型结构性存款产品13款,91天,0.00%
"100,000.00",FSCB18015A  ,聚赢股票-挂钩沪深300指数（看跌）91天定期开放型结构性存款产品14款,91天,0.00%
"200,000.00",FSAB13902B  ,非凡资产管理翠竹13W理财产品周四高端01款,91天,0.00%
"200,000.00",FSAE17612B  ,非凡资产管理瑞赢3M周四03高端款,91天,0.00%
"50,000.00",FSAB13902A  ,非凡资产管理翠竹13W理财产品周四普通01款,91天,0.00%
"50,000.00",FSAE17612A  ,非凡资产管理瑞赢3M周四03普通款,91天,0.00%
"1,000,000.00",FSAB130539  ,非凡资产管理翠竹周期开放13W周五尊享13款,91天,0.00%
"1,000,000.00",FSAB26038C  ,非凡资产管理翠竹26W理财产品周五尊享19款,182天,0.00%
"200,000.00",FSAB130538  ,非凡资产管理翠竹周期开放13W周五高端13款,91天,0.00%
"200,000.00",FSAB26038B  ,非凡资产管理翠竹26W理财产品周五高端19款,182天,0.00%
"50,000.00",FSAB130537  ,非凡资产管理翠竹周期开放13W周五普通13款,91天,0.00%
"50,000.00",FSAB26038A  ,非凡资产管理翠竹26W理财产品周五普通19款,182天,0.00%
"1,000,000.00",FSAB13903C  ,非凡资产管理翠竹13W理财产品周一尊享02款,91天,0.00%
"1,000,000.00",FSAB260103  ,非凡资产管理翠竹周期开放26W周一尊享01款,182天,0.00%
"200,000.00",FSAB13903B  ,非凡资产管理翠竹13W理财产品周一高端02款,91天,0.00%
"200,000.00",FSAB260102  ,非凡资产管理翠竹周期开放26W周一高端01款,182天,0.00%
"50,000.00",FSAB13903A  ,非凡资产管理翠竹13W理财产品周一普通02款,91天,0.00%
"50,000.00",FSAB260101  ,非凡资产管理翠竹周期开放26W周一普通01款,182天,0.00%
"1,000,000.00",FSAB130203  ,非凡资产管理翠竹周期开放13W周二尊享01款,91天,0.00%
"200,000.00",FSAB130202  ,非凡资产管理翠竹周期开放13W周二高端01款,91天,0.00%
"50,000.00",FSAB130201  ,非凡资产管理翠竹周期开放13W周二普通01款,91天,0.00%
"50,000.00",FSAE03007A  ,非凡资产管理慧赢添利固收类12W07款,84天,0.00%
"1,000,000.00",FSAB13904C  ,非凡资产管理翠竹13W理财产品周四尊享02款,91天,0.00%
"1,000,000.00",FSAB260403  ,非凡资产管理翠竹周期开放26W周四尊享01款,182天,0.00%
"100,000.00",FSCB18016A  ,聚赢股票-挂钩沪深300指数（看涨）91天定期开放型结构性存款产品15款,91天,0.00%
"100,000.00",FSCB18017A  ,聚赢股票-挂钩沪深300指数（看跌）91天定期开放型结构性存款产品16款,91天,0.00%
"200,000.00",FSAB13904B  ,非凡资产管理翠竹13W理财产品周四高端02款,91天,0.00%
"200,000.00",FSAB260402  ,非凡资产管理翠竹周期开放26W周四高端01款,182天,0.00%
"200,000.00",FSAE17614B  ,非凡资产管理瑞赢3M周四04高端款,91天,0.00%
"50,000.00",FSAB13904A  ,非凡资产管理翠竹13W理财产品周四普通02款,91天,0.00%
"50,000.00",FSAB260401  ,非凡资产管理翠竹周期开放26W周四普通01款,182天,0.00%
"50,000.00",FSAE17614A  ,非凡资产管理瑞赢3M周四04普通款,91天,0.00%
"1,000,000.00",FSAB130503  ,非凡资产管理翠竹周期开放13W周五尊享01款,91天,0.00%
"200,000.00",FSAB130502  ,非凡资产管理翠竹周期开放13W周五高端01款,91天,0.00%
"50,000.00",FSAB130501  ,非凡资产管理翠竹周期开放13W周五普通01款,91天,0.00%
"1,000,000.00",FSAB13905C  ,非凡资产管理翠竹13W理财产品周一尊享03款,91天,0.00%
"1,000,000.00",FSAB260106  ,非凡资产管理翠竹周期开放26W周一尊享02款,182天,0.00%
"200,000.00",FSAB13905B  ,非凡资产管理翠竹13W理财产品周一高端03款,91天,0.00%
"200,000.00",FSAB260105  ,非凡资产管理翠竹周期开放26W周一高端02款,182天,0.00%
"50,000.00",FSAB13905A  ,非凡资产管理翠竹13W理财产品周一普通03款,91天,0.00%
"50,000.00",FSAB260104  ,非凡资产管理翠竹周期开放26W周一普通02款,182天,0.00%
"1,000,000.00",FSAB130206  ,非凡资产管理翠竹周期开放13W周二尊享02款,91天,0.00%
"200,000.00",FSAB130205  ,非凡资产管理翠竹周期开放13W周二高端02款,91天,0.00%
"50,000.00",FSAB130204  ,非凡资产管理翠竹周期开放13W周二普通02款,91天,0.00%
"1,000,000.00",FSAB13906C  ,非凡资产管理翠竹13W理财产品周四尊享03款,91天,0.00%
"1,000,000.00",FSAB260406  ,非凡资产管理翠竹周期开放26W周四尊享02款,182天,0.00%
"100,000.00",FSCB18018A  ,聚赢股票-挂钩沪深300指数（看涨）91天定期开放型结构性存款产品17款,91天,0.00%
"100,000.00",FSCB18019A  ,聚赢股票-挂钩沪深300指数（看跌）91天定期开放型结构性存款产品18款,91天,0.00%
"200,000.00",FSAB13906B  ,非凡资产管理翠竹13W理财产品周四高端03款,91天,0.00%
"200,000.00",FSAB260405  ,非凡资产管理翠竹周期开放26W周四高端02款,182天,0.00%
"200,000.00",FSAE17616B  ,非凡资产管理瑞赢3M周四05高端款,91天,0.00%
"50,000.00",FSAB13906A  ,非凡资产管理翠竹13W理财产品周四普通03款,91天,0.00%
"50,000.00",FSAB260404  ,非凡资产管理翠竹周期开放26W周四普通02款,182天,0.00%
"50,000.00",FSAE17616A  ,非凡资产管理瑞赢3M周四05普通款,91天,0.00%
"1,000,000.00",FSAB130506  ,非凡资产管理翠竹周期开放13W周五尊享02款,91天,0.00%
"200,000.00",FSAB130505  ,非凡资产管理翠竹周期开放13W周五高端02款,91天,0.00%
"50,000.00",FSAB130504  ,非凡资产管理翠竹周期开放13W周五普通02款,91天,0.00%
"1,000,000.00",FSAB13907C  ,非凡资产管理翠竹13W理财产品周一尊享04款,91天,0.00%
"1,000,000.00",FSAB260109  ,非凡资产管理翠竹周期开放26W周一尊享03款,182天,0.00%
"200,000.00",FSAB13907B  ,非凡资产管理翠竹13W理财产品周一高端04款,91天,0.00%
"200,000.00",FSAB260108  ,非凡资产管理翠竹周期开放26W周一高端03款,182天,0.00%
"50,000.00",FSAB13907A  ,非凡资产管理翠竹13W理财产品周一普通04款,91天,0.00%
"50,000.00",FSAB260107  ,非凡资产管理翠竹周期开放26W周一普通03款,182天,0.00%
"1,000,000.00",FSAB260409  ,非凡资产管理翠竹周期开放26W周四尊享03款,182天,0.00%
"200,000.00",FSAB260408  ,非凡资产管理翠竹周期开放26W周四高端03款,182天,0.00%
"50,000.00",FSAB260407  ,非凡资产管理翠竹周期开放26W周四普通03款,182天,0.00%
"1,000,000.00",FSAB260112  ,非凡资产管理翠竹周期开放26W周一尊享04款,182天,0.00%
"200,000.00",FSAB260111  ,非凡资产管理翠竹周期开放26W周一高端04款,182天,0.00%
"50,000.00",FSAB260110  ,非凡资产管理翠竹周期开放26W周一普通04款,182天,0.00%
"1,000,000.00",FSAB260412  ,非凡资产管理翠竹周期开放26W周四尊享04款,182天,0.00%
"200,000.00",FSAB260411  ,非凡资产管理翠竹周期开放26W周四高端04款,182天,0.00%
"50,000.00",FSAB260410  ,非凡资产管理翠竹周期开放26W周四普通04款,182天,0.00%
"1,000,000.00",FSAB260115  ,非凡资产管理翠竹周期开放26W周一尊享05款,182天,0.00%
"200,000.00",FSAB260114  ,非凡资产管理翠竹周期开放26W周一高端05款,182天,0.00%
"50,000.00",FSAB260113  ,非凡资产管理翠竹周期开放26W周一普通05款,182天,0.00%
"1,000,000.00",FSAB260415  ,非凡资产管理翠竹周期开放26W周四尊享05款,182天,0.00%
"200,000.00",FSAB260414  ,非凡资产管理翠竹周期开放26W周四高端05款,182天,0.00%
"50,000.00",FSAB260413  ,非凡资产管理翠竹周期开放26W周四普通05款,182天,0.00%
"1,000,000.00",FSAB260118  ,非凡资产管理翠竹周期开放26W周一尊享06款,182天,0.00%
"200,000.00",FSAB260117  ,非凡资产管理翠竹周期开放26W周一高端06款,182天,0.00%
"50,000.00",FSAB260116  ,非凡资产管理翠竹周期开放26W周一普通06款,182天,0.00%
"1,000,000.00",FSAB260418  ,非凡资产管理翠竹周期开放26W周四尊享06款,182天,0.00%
"200,000.00",FSAB260417  ,非凡资产管理翠竹周期开放26W周四高端06款,182天,0.00%
"50,000.00",FSAB260416  ,非凡资产管理翠竹周期开放26W周四普通06款,182天,0.00%
"1,000,000.00",FSAB260421  ,非凡资产管理翠竹周期开放26W周四尊享07款,182天,0.00%
"200,000.00",FSAB260420  ,非凡资产管理翠竹周期开放26W周四高端07款,182天,0.00%
"50,000.00",FSAB260419  ,非凡资产管理翠竹周期开放26W周四普通07款,182天,0.00%
"1,000,000.00",FSAB260124  ,非凡资产管理翠竹周期开放26W周一尊享08款,182天,0.00%
"200,000.00",FSAB260123  ,非凡资产管理翠竹周期开放26W周一高端08款,182天,0.00%
"50,000.00",FSAB260122  ,非凡资产管理翠竹周期开放26W周一普通08款,182天,0.00%
"1,000,000.00",FSAB26001C  ,非凡资产管理翠竹26W理财产品周二尊享01款,182天,0.00%
"200,000.00",FSAB26001B  ,非凡资产管理翠竹26W理财产品周二高端01款,182天,0.00%
"50,000.00",FSAB26001A  ,非凡资产管理翠竹26W理财产品周二普通01款,182天,0.00%
"1,000,000.00",FSAB260424  ,非凡资产管理翠竹周期开放26W周四尊享08款,182天,0.00%
"200,000.00",FSAB260423  ,非凡资产管理翠竹周期开放26W周四高端08款,182天,0.00%
"50,000.00",FSAB260422  ,非凡资产管理翠竹周期开放26W周四普通08款,182天,0.00%
"1,000,000.00",FSAB26002C  ,非凡资产管理翠竹26W理财产品周五尊享01款,182天,0.00%
"200,000.00",FSAB26002B  ,非凡资产管理翠竹26W理财产品周五高端01款,182天,0.00%
"50,000.00",FSAB26002A  ,非凡资产管理翠竹26W理财产品周五普通01款,182天,0.00%
"1,000,000.00",FSAB13919C  ,非凡资产管理翠竹13W理财产品周一尊享10款,91天,0.00%
"1,000,000.00",FSAB260127  ,非凡资产管理翠竹周期开放26W周一尊享09款,182天,0.00%
"200,000.00",FSAB13919B  ,非凡资产管理翠竹13W理财产品周一高端10款,91天,0.00%
"200,000.00",FSAB260126  ,非凡资产管理翠竹周期开放26W周一高端09款,182天,0.00%
"50,000.00",FSAB13919A  ,非凡资产管理翠竹13W理财产品周一普通10款,91天,0.00%
"50,000.00",FSAB260125  ,非凡资产管理翠竹周期开放26W周一普通09款,182天,0.00%
"1,000,000.00",FSAB26003C  ,非凡资产管理翠竹26W理财产品周二尊享02款,182天,0.00%
"200,000.00",FSAB26003B  ,非凡资产管理翠竹26W理财产品周二高端02款,182天,0.00%
"50,000.00",FSAB26003A  ,非凡资产管理翠竹26W理财产品周二普通02款,182天,0.00%
"1,000,000.00",FSAB260427  ,非凡资产管理翠竹周期开放26W周四尊享09款,182天,0.00%
"200,000.00",FSAB260426  ,非凡资产管理翠竹周期开放26W周四高端09款,182天,0.00%
"50,000.00",FSAB260425  ,非凡资产管理翠竹周期开放26W周四普通09款,182天,0.00%
"1,000,000.00",FSAB26004C  ,非凡资产管理翠竹26W理财产品周五尊享02款,182天,0.00%
"200,000.00",FSAB26004B  ,非凡资产管理翠竹26W理财产品周五高端02款,182天,0.00%
"50,000.00",FSAB26004A  ,非凡资产管理翠竹26W理财产品周五普通02款,182天,0.00%
"1,000,000.00",FSAB260130  ,非凡资产管理翠竹周期开放26W周一尊享10款,182天,0.00%
"200,000.00",FSAB260129  ,非凡资产管理翠竹周期开放26W周一高端10款,182天,0.00%
"50,000.00",FSAB260128  ,非凡资产管理翠竹周期开放26W周一普通10款,182天,0.00%
"1,000,000.00",FSAB26005C  ,非凡资产管理翠竹26W理财产品周二尊享03款,182天,0.00%
